CLM_DTL_ID,CLMT_HIRE_DT,CLMT_JOB_TTL,CLMT_JOB_TYP,CLMT_DISAB_BGN_DT,CLMT_AVG_WKLY_WAGE,WORK_LOC,INDUSTRY,JOB_DESC,WORK_ENVIRONMENT,SUPERVISOR_NAME,REPORTING_CHANNEL,EMPLOYMENT_STATUS
988,2010-07-07,Software Engineer,Full-time,2010-12-04,2035.35,Jonestown,Finance,Software Engineer responsible for various operational tasks.,On-site,Christopher Green,Phone,Active
989,2016-03-17,Software Engineer,Full-time,2016-04-26,7050.44,Michelleberg,Retail,Software Engineer responsible for various operational tasks.,On-site,Maxwell Mckenzie,Phone,Active
990,2012-01-26,Warehouse Worker,Full-time,2012-12-14,2054.62,Hollandville,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Lauren Lowe,Phone,Active
991,2011-06-29,Mechanic,Part-time,2011-06-27,994.19,New David,Construction,Mechanic responsible for various operational tasks.,Hybrid,Kyle Hansen,Email,Active
992,2017-04-19,Mechanic,Full-time,2017-10-31,3546.87,Davisfort,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Sharon Rodgers,Phone,Active
993,2021-02-05,Software Engineer,Full-time,2021-03-08,4006.92,Lisahaven,Transportation,Software Engineer responsible for various operational tasks.,On-site,Gregory Price,Phone,Active
994,2016-08-04,Security Guard,Full-time,2017-01-09,7857.4,Lake Sherrystad,Hospitality,Security Guard responsible for various operational tasks.,On-site,Sylvia Burton,Web,Active
995,2020-10-04,Cashier,Full-time,2020-12-10,1295.94,Westland,Healthcare,Cashier responsible for various operational tasks.,Remote,Grant Neal,Email,Active
996,2024-08-25,Mechanic,Full-time,2025-07-19,7034.58,Marcusmouth,Construction,Mechanic responsible for various operational tasks.,On-site,Timothy Carey,Phone,Active
997,2017-11-12,Software Engineer,Part-time,2017-11-18,4862.38,Valdezville,Healthcare,Software Engineer responsible for various operational tasks.,Hybrid,Samantha Gardner,Email,Active
998,2021-02-15,Software Engineer,Full-time,2021-09-13,2849.57,South Joanview,Transportation,Software Engineer responsible for various operational tasks.,On-site,Cameron Nichols,Web,Active
999,2023-07-13,Mechanic,Full-time,2024-04-21,1332.76,Timothytown,Hospitality,Mechanic responsible for various operational tasks.,On-site,Michael Newman,Web,Active
1000,2011-04-26,Sales Associate,Full-time,2011-08-30,1644.94,New Danielberg,Retail,Sales Associate responsible for various operational tasks.,Remote,Lori Manning,Phone,Active
1001,2013-07-18,Mechanic,Full-time,2014-07-05,3899.46,Dianahaven,Transportation,Mechanic responsible for various operational tasks.,On-site,Raymond Turner,Web,Active
1002,2010-02-05,Mechanic,Part-time,2010-02-09,6483.52,Dudleyside,Technology,Mechanic responsible for various operational tasks.,Remote,Gregory Wyatt,Phone,Active
1003,2022-01-13,Nurse,Full-time,2022-07-16,2388.61,Leeview,Healthcare,Nurse responsible for various operational tasks.,On-site,Calvin Singh,Email,Active
1004,2021-07-14,Nurse,Full-time,2022-06-22,6451.53,Port Alishaton,Healthcare,Nurse responsible for various operational tasks.,On-site,Anita Jones,Phone,Active
1005,2017-06-15,Office Clerk,Full-time,2017-12-21,6188.03,Ericshire,Hospitality,Office Clerk responsible for various operational tasks.,On-site,James Black,Email,Active
1006,2007-03-27,Office Clerk,Full-time,2007-08-12,604.62,East Morganbury,Transportation,Office Clerk responsible for various operational tasks.,On-site,Jeffrey Lucero,Web,Active
1007,2017-05-03,Cashier,Full-time,2018-04-02,5720.24,Sanchezstad,Construction,Cashier responsible for various operational tasks.,On-site,Michael Daniel,Phone,Active
1008,2015-02-16,Office Clerk,Full-time,2016-02-15,1022.34,Erikaton,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Kristin Jones,Web,Active
1009,2016-07-29,Security Guard,Full-time,2017-07-23,6066.51,West Oliviaport,Healthcare,Security Guard responsible for various operational tasks.,On-site,Rachel Johnson,Email,Active
1010,2019-12-17,Cashier,Full-time,2020-10-15,5065.98,South Brentville,Manufacturing,Cashier responsible for various operational tasks.,On-site,Carlos Goodwin,Web,Active
1011,2024-02-18,Nurse,Part-time,2024-02-24,6577.73,Benjaminshire,Healthcare,Nurse responsible for various operational tasks.,Hybrid,Jake Schultz,Web,Active
1012,2014-10-16,Warehouse Worker,Full-time,2015-07-23,1058.83,New Paulmouth,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,Sheryl Payne,Web,Active
1013,2024-09-18,Warehouse Worker,Full-time,2024-11-07,6384.02,Calebhaven,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Sarah Green DVM,Web,Active
1014,2022-08-06,Mechanic,Full-time,2022-10-12,6772.88,Thomasside,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Robert Jones,Email,Active
1015,2018-09-12,Sales Associate,Full-time,2019-03-29,712.53,Hallburgh,Retail,Sales Associate responsible for various operational tasks.,On-site,Timothy Clark,Web,Active
1016,2014-03-17,Cashier,Full-time,2014-07-31,4352.78,Nelsonmouth,Construction,Cashier responsible for various operational tasks.,On-site,Michael Peterson,Email,Active
1017,2009-10-04,Security Guard,Full-time,2009-11-08,4896.56,South Robert,Construction,Security Guard responsible for various operational tasks.,On-site,James Young,Phone,Active
1018,2009-11-01,Office Clerk,Full-time,2010-08-01,6187.27,New David,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Alexis Arnold,Email,Active
1019,2008-01-29,Warehouse Worker,Part-time,2008-06-12,7593.38,New Amandafort,Technology,Warehouse Worker responsible for various operational tasks.,Hybrid,Crystal Garcia,Email,Active
1020,2011-02-05,Security Guard,Full-time,2011-05-04,944.17,Lake Ricardoberg,Technology,Security Guard responsible for various operational tasks.,On-site,Margaret Kaufman,Email,Active
1021,2014-08-09,Nurse,Part-time,2014-08-05,5837.62,Shawnberg,Finance,Nurse responsible for various operational tasks.,Hybrid,Michael Lee,Web,Terminated
1022,2012-02-18,Software Engineer,Full-time,2012-04-28,1332.46,Reeseburgh,Construction,Software Engineer responsible for various operational tasks.,On-site,Victoria Bartlett,Phone,Active
1023,2017-09-08,Sales Associate,Full-time,2017-12-16,1450.35,Brianmouth,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Diana Barnett,Phone,Active
1024,2019-03-31,Nurse,Full-time,2019-04-13,3015.04,North Shirleymouth,Finance,Nurse responsible for various operational tasks.,On-site,Julie Barrett,Phone,Active
1025,2022-10-07,Nurse,Part-time,2023-07-09,7098.58,Aprilton,Hospitality,Nurse responsible for various operational tasks.,Hybrid,Steven Watts,Phone,Terminated
1026,2009-08-15,Mechanic,Full-time,2009-08-25,869.55,South Martinport,Retail,Mechanic responsible for various operational tasks.,Remote,Anthony Porter,Web,Terminated
1027,2015-08-12,Office Clerk,Full-time,2016-08-02,2614.47,North Richard,Finance,Office Clerk responsible for various operational tasks.,On-site,Gregory Burton,Web,Active
1028,2009-11-19,Cashier,Full-time,2009-11-16,2250.47,Humphreyfurt,Construction,Cashier responsible for various operational tasks.,On-site,Anthony Brown,Web,Active
1029,2008-01-01,Cashier,Full-time,2008-07-15,6423.98,Port Christianville,Construction,Cashier responsible for various operational tasks.,On-site,Robert Owens,Email,Active
1030,2016-05-27,Mechanic,Full-time,2016-06-16,4536.03,Washingtonside,Manufacturing,Mechanic responsible for various operational tasks.,Remote,Megan Blankenship,Phone,Terminated
1031,2016-05-29,Nurse,Full-time,2017-04-07,4816.26,Port Jacob,Healthcare,Nurse responsible for various operational tasks.,On-site,Brittany Baker,Email,Active
1032,2010-04-12,Mechanic,Full-time,2010-05-30,1780.08,Lake Kevin,Healthcare,Mechanic responsible for various operational tasks.,On-site,Erica Burgess,Email,Active
1033,2009-01-07,Software Engineer,Full-time,2009-10-13,7816.45,Susanside,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Amanda Frost,Web,Active
1034,2015-06-24,Office Clerk,Part-time,2016-05-08,1817.0,East David,Hospitality,Office Clerk responsible for various operational tasks.,Hybrid,Kenneth Reed,Phone,Active
1035,2022-11-06,Software Engineer,Part-time,2022-11-17,2877.51,West Joy,Transportation,Software Engineer responsible for various operational tasks.,On-site,Renee Anderson,Web,Active
1036,2012-07-27,Mechanic,Full-time,2013-04-14,2069.66,Port Andrewport,Transportation,Mechanic responsible for various operational tasks.,On-site,James Allen,Web,Active
1037,2006-11-26,Warehouse Worker,Full-time,2007-02-17,4322.92,East Tonyshire,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Stephen Baldwin,Email,Active
1038,2021-05-26,Office Clerk,Full-time,2022-01-07,7978.49,North Diana,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Daniel Edwards,Email,Active
1039,2007-09-22,Security Guard,Part-time,2008-02-02,4780.12,Joneston,Hospitality,Security Guard responsible for various operational tasks.,On-site,Jonathan Clark,Email,Active
1040,2013-04-26,Security Guard,Full-time,2013-10-15,2210.46,New Jerryville,Transportation,Security Guard responsible for various operational tasks.,On-site,Amanda Best,Phone,Active
1041,2010-09-08,Warehouse Worker,Full-time,2011-02-08,2819.51,Crystalton,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Lori Lam,Email,Active
1042,2021-09-28,Nurse,Part-time,2022-04-24,1993.12,Nataliehaven,Healthcare,Nurse responsible for various operational tasks.,On-site,Timothy Short,Web,Active
1043,2014-10-19,Mechanic,Part-time,2015-06-21,666.01,Shannonview,Healthcare,Mechanic responsible for various operational tasks.,Hybrid,Paul Hernandez,Email,Active
1044,2021-07-05,Mechanic,Full-time,2022-04-06,5405.17,North Brenda,Retail,Mechanic responsible for various operational tasks.,On-site,Catherine Weber,Phone,Active
1045,2015-01-17,Cashier,Full-time,2015-01-23,6940.04,South Jasontown,Construction,Cashier responsible for various operational tasks.,On-site,Christopher Rivera Jr.,Phone,Active
1046,2009-12-24,Software Engineer,Full-time,2010-07-19,5980.13,Kennedyton,Finance,Software Engineer responsible for various operational tasks.,On-site,Rachel Thomas,Web,Active
1047,2014-08-05,Cashier,Full-time,2014-09-27,6825.3,Wolfehaven,Hospitality,Cashier responsible for various operational tasks.,On-site,John Pennington,Email,Active
1048,2022-11-13,Software Engineer,Full-time,2023-07-09,2394.97,Mariaton,Transportation,Software Engineer responsible for various operational tasks.,Hybrid,Timothy Clark,Email,Active
1049,2024-10-27,Sales Associate,Full-time,2025-03-21,1216.81,Erikamouth,Technology,Sales Associate responsible for various operational tasks.,On-site,Angel Mathews,Phone,Active
1050,2024-10-09,Mechanic,Full-time,2024-10-03,5909.43,South Claireport,Construction,Mechanic responsible for various operational tasks.,Remote,Matthew Mathews,Phone,Active
1051,2021-05-06,Mechanic,Full-time,2022-04-04,522.66,Jenniferburgh,Finance,Mechanic responsible for various operational tasks.,On-site,Larry Taylor,Web,Active
1052,2011-12-16,Mechanic,Part-time,2011-12-30,1525.52,Kennethton,Hospitality,Mechanic responsible for various operational tasks.,On-site,Melissa Kirk,Web,Active
1053,2019-01-06,Mechanic,Full-time,2019-01-09,4014.89,East Deannahaven,Finance,Mechanic responsible for various operational tasks.,Remote,Amanda Morse,Email,Active
1054,2015-08-31,Security Guard,Full-time,2016-03-10,3699.09,Amberberg,Retail,Security Guard responsible for various operational tasks.,On-site,Thomas Pennington,Email,Active
1055,2019-10-03,Security Guard,Full-time,2020-07-18,4655.97,North Brittany,Transportation,Security Guard responsible for various operational tasks.,On-site,James Ortega,Phone,Active
1056,2019-08-04,Mechanic,Part-time,2020-05-17,503.08,Port Maurice,Finance,Mechanic responsible for various operational tasks.,Remote,Steven Robinson,Web,Active
1057,2021-07-21,Nurse,Part-time,2022-01-21,862.97,East David,Technology,Nurse responsible for various operational tasks.,On-site,Steven Fisher,Web,Active
1058,2010-09-14,Mechanic,Part-time,2010-09-24,4168.51,Robertsview,Transportation,Mechanic responsible for various operational tasks.,On-site,Brittany Alexander,Web,Active
1059,2024-11-07,Warehouse Worker,Full-time,2025-01-02,668.78,East John,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Lauren Sutton,Email,Active
1060,2018-03-17,Mechanic,Full-time,2018-04-20,5600.35,Lake Alanfurt,Hospitality,Mechanic responsible for various operational tasks.,On-site,Rebecca Garcia,Web,Active
1061,2014-04-26,Mechanic,Full-time,2014-10-16,3425.12,North Elizabeth,Healthcare,Mechanic responsible for various operational tasks.,On-site,Jon Richardson,Web,Active
1062,2011-12-23,Software Engineer,Full-time,2012-03-23,7156.72,East Joshua,Technology,Software Engineer responsible for various operational tasks.,Remote,Melissa Adams,Web,Active
1063,2012-07-13,Sales Associate,Full-time,2013-02-25,6531.96,Crawfordville,Healthcare,Sales Associate responsible for various operational tasks.,On-site,George Mcguire,Email,Active
1064,2015-10-05,Sales Associate,Full-time,2016-08-22,6618.91,West Beverly,Transportation,Sales Associate responsible for various operational tasks.,On-site,Jennifer Sweeney,Phone,Active
1065,2008-12-28,Security Guard,Full-time,2009-09-05,7770.21,Lake Victoria,Finance,Security Guard responsible for various operational tasks.,On-site,John Butler,Web,Active
1066,2018-03-09,Mechanic,Full-time,2018-05-27,1752.92,West Reginaborough,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Connie Thomas,Email,Active
1067,2014-12-25,Software Engineer,Full-time,2015-09-15,2661.52,Joeville,Transportation,Software Engineer responsible for various operational tasks.,On-site,Kimberly Miller,Web,Active
1068,2022-08-25,Mechanic,Full-time,2023-01-07,3645.41,Port Timothy,Retail,Mechanic responsible for various operational tasks.,On-site,Elizabeth Douglas,Web,Active
1069,2009-03-18,Office Clerk,Part-time,2010-03-03,1093.9,Perezmouth,Technology,Office Clerk responsible for various operational tasks.,On-site,Brittany Coleman,Web,Active
1070,2019-05-19,Nurse,Full-time,2020-01-24,3829.91,Bellmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Tracy Lloyd,Phone,Active
1071,2016-01-27,Warehouse Worker,Full-time,2016-11-07,2605.32,North Jefferybury,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Danielle Williams,Web,Active
1072,2008-05-22,Office Clerk,Full-time,2009-01-05,2966.01,Hendersonton,Technology,Office Clerk responsible for various operational tasks.,On-site,Catherine Bell,Web,Active
1073,2020-09-05,Security Guard,Full-time,2021-05-05,2524.8,Lisaport,Healthcare,Security Guard responsible for various operational tasks.,On-site,Diane Garner,Email,Active
1074,2006-04-13,Software Engineer,Part-time,2007-02-15,4027.43,Phelpsport,Transportation,Software Engineer responsible for various operational tasks.,Remote,Angela Mann,Web,Active
1075,2021-08-02,Office Clerk,Full-time,2022-05-26,6026.04,Buckleyhaven,Hospitality,Office Clerk responsible for various operational tasks.,Hybrid,Thomas Thomas,Web,Active
1076,2008-10-04,Cashier,Part-time,2009-05-09,4403.9,Port Marilyn,Healthcare,Cashier responsible for various operational tasks.,Hybrid,Mitchell Harris,Phone,Active
1077,2005-11-02,Software Engineer,Full-time,2006-09-10,6674.51,North Daniel,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Ashley Hart,Web,Active
1078,2015-08-30,Sales Associate,Full-time,2016-08-14,5655.99,New Melissa,Retail,Sales Associate responsible for various operational tasks.,On-site,Sara Mora DVM,Web,Active
1079,2012-12-27,Security Guard,Full-time,2013-12-22,3272.32,Crystalbury,Transportation,Security Guard responsible for various operational tasks.,On-site,Edward Gordon,Web,Active
1080,2017-08-28,Warehouse Worker,Full-time,2018-02-03,1295.69,East Saraville,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Sylvia Walsh,Phone,Active
1081,2006-12-17,Sales Associate,Full-time,2007-03-29,7687.46,South Sarah,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Lisa Park,Web,Active
1082,2006-04-16,Sales Associate,Full-time,2007-02-11,1708.25,North Karen,Retail,Sales Associate responsible for various operational tasks.,On-site,Todd Jones,Email,Active
1083,2014-01-16,Cashier,Full-time,2014-09-23,7895.51,Wallaceburgh,Manufacturing,Cashier responsible for various operational tasks.,On-site,Bruce Smith,Phone,Active
1084,2015-09-12,Mechanic,Full-time,2016-01-16,3090.96,Charlesstad,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Charles House,Email,Active
1085,2013-12-24,Software Engineer,Full-time,2013-12-30,7209.48,Port Cheryl,Construction,Software Engineer responsible for various operational tasks.,On-site,Isaac Murphy,Phone,Active
1086,2011-01-31,Office Clerk,Full-time,2011-07-08,7602.8,Williemouth,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Dawn Clark,Email,Active
1087,2017-12-30,Warehouse Worker,Full-time,2018-05-20,6703.69,Lake Leslie,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Luis Brown,Web,Active
1088,2024-02-27,Mechanic,Full-time,2024-08-07,4651.18,Schneidermouth,Retail,Mechanic responsible for various operational tasks.,On-site,Christine Roman,Phone,Active
1089,2010-12-05,Mechanic,Full-time,2011-05-04,7454.05,Velezburgh,Retail,Mechanic responsible for various operational tasks.,On-site,Andrea Smith,Phone,Active
1090,2006-06-05,Mechanic,Full-time,2006-11-22,1977.15,Thomasburgh,Healthcare,Mechanic responsible for various operational tasks.,On-site,Julie Ortiz,Phone,Active
1091,2007-11-21,Warehouse Worker,Full-time,2007-11-17,4528.77,West Debra,Transportation,Warehouse Worker responsible for various operational tasks.,Remote,Natalie Shaffer,Phone,Active
1092,2019-08-25,Office Clerk,Full-time,2019-10-29,3590.7,Williamburgh,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Matthew Sherman,Web,Active
1093,2007-05-03,Nurse,Full-time,2008-01-31,7707.66,Walshside,Healthcare,Nurse responsible for various operational tasks.,On-site,Erik Flores,Email,Active
1094,2010-10-09,Mechanic,Full-time,2011-04-23,1831.11,Scottshire,Transportation,Mechanic responsible for various operational tasks.,On-site,Marcus Campbell,Phone,Active
1095,2020-12-27,Warehouse Worker,Full-time,2021-03-15,4232.37,Portertown,Manufacturing,Warehouse Worker responsible for various operational tasks.,Hybrid,Melissa Smith,Email,Terminated
1096,2021-08-13,Security Guard,Part-time,2021-08-19,1578.76,West Janetstad,Technology,Security Guard responsible for various operational tasks.,On-site,Maria Kelly,Web,Active
1097,2021-07-04,Security Guard,Part-time,2022-06-14,5363.95,North Rachel,Transportation,Security Guard responsible for various operational tasks.,On-site,James Hernandez,Email,Terminated
1098,2007-08-18,Cashier,Full-time,2007-08-18,590.52,Heathermouth,Manufacturing,Cashier responsible for various operational tasks.,Remote,Jessica Stevens,Web,Active
1099,2017-08-31,Nurse,Full-time,2018-05-24,4033.79,West Diane,Healthcare,Nurse responsible for various operational tasks.,On-site,Nancy West,Email,Active
1100,2008-12-09,Warehouse Worker,Full-time,2009-08-29,5206.3,Rodriguezmouth,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Ryan Salinas,Web,Active
1101,2014-04-23,Security Guard,Full-time,2014-12-23,4283.16,East Tanyaburgh,Healthcare,Security Guard responsible for various operational tasks.,On-site,Micheal Medina,Email,Active
1102,2020-05-11,Warehouse Worker,Full-time,2020-09-26,5480.94,East Katherine,Finance,Warehouse Worker responsible for various operational tasks.,Hybrid,Sarah Carey,Phone,Active
1103,2024-07-06,Mechanic,Full-time,2024-07-05,7255.0,North Jennyshire,Technology,Mechanic responsible for various operational tasks.,On-site,Christopher Rhodes,Web,Active
1104,2019-07-16,Security Guard,Full-time,2020-06-13,5175.43,Lake Tracy,Retail,Security Guard responsible for various operational tasks.,Remote,Teresa Mason,Email,Terminated
1105,2008-04-11,Warehouse Worker,Full-time,2008-11-27,2390.52,Mooreview,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Diana Sutton,Web,Active
1106,2012-10-30,Sales Associate,Full-time,2013-02-08,3433.19,Jeremyberg,Retail,Sales Associate responsible for various operational tasks.,On-site,Jeffrey Anderson,Email,Active
1107,2010-08-27,Software Engineer,Full-time,2010-08-15,3640.69,Port Matthewport,Construction,Software Engineer responsible for various operational tasks.,Hybrid,Katherine Robinson,Phone,Active
1108,2014-07-05,Cashier,Full-time,2015-06-20,1621.62,North Danielview,Healthcare,Cashier responsible for various operational tasks.,On-site,Virginia Greene,Web,Active
1109,2007-05-25,Office Clerk,Full-time,2007-05-28,1973.62,Rodgersbury,Construction,Office Clerk responsible for various operational tasks.,On-site,Nicole Wilson,Phone,Active
1110,2024-11-04,Warehouse Worker,Full-time,2025-01-27,2100.22,Levimouth,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Charles Harrison,Email,Active
1111,2012-02-03,Software Engineer,Full-time,2013-01-02,647.08,West Derrickberg,Finance,Software Engineer responsible for various operational tasks.,On-site,Andrew Clark,Phone,Active
1112,2008-01-17,Cashier,Full-time,2008-07-24,2366.97,North Lisashire,Healthcare,Cashier responsible for various operational tasks.,On-site,Jeffrey Williams,Phone,Active
1113,2019-03-08,Mechanic,Full-time,2019-12-20,1453.86,Brendaport,Construction,Mechanic responsible for various operational tasks.,On-site,Richard Smith,Web,Active
1114,2020-03-05,Software Engineer,Part-time,2020-03-12,777.89,Lake Kimberlystad,Hospitality,Software Engineer responsible for various operational tasks.,Hybrid,James Hogan,Phone,Terminated
1115,2017-11-30,Cashier,Full-time,2018-09-17,2589.26,West Kevinton,Construction,Cashier responsible for various operational tasks.,On-site,Katie Ortiz,Email,Active
1116,2020-07-14,Security Guard,Full-time,2020-07-21,5441.42,Morrisonfurt,Healthcare,Security Guard responsible for various operational tasks.,Hybrid,Melissa Harrison,Email,Active
1117,2021-02-03,Office Clerk,Full-time,2022-01-18,7734.67,Mitchellfurt,Hospitality,Office Clerk responsible for various operational tasks.,Remote,Cindy Gallagher,Phone,Active
1118,2015-11-01,Nurse,Full-time,2015-11-11,4300.78,Lake Melanie,Retail,Nurse responsible for various operational tasks.,Remote,Danielle Hooper,Web,Active
1119,2021-02-09,Sales Associate,Full-time,2021-10-29,4105.9,Susanborough,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Christopher Davis,Phone,Active
1120,2008-01-22,Security Guard,Full-time,2008-06-07,6258.96,Franklinview,Hospitality,Security Guard responsible for various operational tasks.,Remote,Crystal Booker,Web,Active
1121,2025-04-14,Office Clerk,Full-time,2025-07-24,773.9,Osbornetown,Technology,Office Clerk responsible for various operational tasks.,On-site,Destiny Davis,Web,Active
1122,2009-11-25,Security Guard,Full-time,2010-01-27,1148.34,Guerreroside,Transportation,Security Guard responsible for various operational tasks.,On-site,Allison Blair,Email,Active
1123,2007-09-28,Nurse,Full-time,2008-04-05,3066.99,Arielburgh,Healthcare,Nurse responsible for various operational tasks.,On-site,Stephen Martin,Web,Active
1124,2012-07-20,Nurse,Full-time,2012-11-10,5772.11,Robertston,Construction,Nurse responsible for various operational tasks.,Remote,Christy Conley,Email,Active
1125,2010-09-17,Sales Associate,Full-time,2011-08-30,6814.48,Abbottside,Finance,Sales Associate responsible for various operational tasks.,On-site,Debbie Crane,Email,Active
1126,2017-07-09,Nurse,Full-time,2018-07-06,5903.12,North Christianbury,Healthcare,Nurse responsible for various operational tasks.,On-site,Denise Yu,Phone,Active
1127,2014-10-28,Nurse,Part-time,2015-03-28,4881.69,North Meganton,Construction,Nurse responsible for various operational tasks.,On-site,Christopher Smith,Web,Active
1128,2020-08-09,Warehouse Worker,Full-time,2021-01-27,4698.69,Boydton,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Mallory Williams,Web,Active
1129,2018-08-12,Warehouse Worker,Part-time,2018-09-02,4340.14,Lake Drew,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Kim Torres,Web,Terminated
1130,2022-07-11,Software Engineer,Part-time,2022-09-06,7402.04,South Jessica,Construction,Software Engineer responsible for various operational tasks.,Remote,Connor Taylor,Email,Active
1131,2022-11-16,Sales Associate,Full-time,2023-07-24,5165.22,East Emily,Transportation,Sales Associate responsible for various operational tasks.,On-site,Jacob Herring,Email,Active
1132,2005-10-16,Warehouse Worker,Full-time,2006-07-23,6957.57,Rodriguezland,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Anthony Green,Phone,Active
1133,2015-07-04,Mechanic,Full-time,2015-08-17,3634.99,Wellshaven,Healthcare,Mechanic responsible for various operational tasks.,On-site,Mike Hansen,Web,Active
1134,2017-06-17,Software Engineer,Full-time,2017-12-21,5280.44,Mathewshire,Transportation,Software Engineer responsible for various operational tasks.,On-site,James Arnold,Web,Active
1135,2005-04-24,Software Engineer,Full-time,2006-04-21,1238.26,Wilsonstad,Transportation,Software Engineer responsible for various operational tasks.,On-site,Emily Gibson,Email,Active
1136,2019-04-09,Office Clerk,Part-time,2019-12-13,7361.97,Lake Melissa,Transportation,Office Clerk responsible for various operational tasks.,On-site,Brianna Garcia,Phone,Active
1137,2006-10-25,Cashier,Full-time,2007-09-09,2897.39,Allenton,Hospitality,Cashier responsible for various operational tasks.,On-site,Nicholas Ward,Phone,Active
1138,2020-05-19,Sales Associate,Full-time,2021-02-03,5735.88,Wrightport,Transportation,Sales Associate responsible for various operational tasks.,On-site,Andrea Pearson,Phone,Active
1139,2010-04-11,Nurse,Full-time,2010-08-14,4203.85,North Gerald,Healthcare,Nurse responsible for various operational tasks.,On-site,Bethany Harris,Email,Active
1140,2021-05-27,Software Engineer,Full-time,2021-07-05,2915.6,East Marcland,Construction,Software Engineer responsible for various operational tasks.,On-site,Stephanie Gould,Web,Active
1141,2008-02-01,Mechanic,Full-time,2008-05-28,7575.18,Amytown,Retail,Mechanic responsible for various operational tasks.,On-site,Barbara Keith,Phone,Active
1142,2022-01-24,Sales Associate,Full-time,2022-07-14,6353.91,West Margaret,Technology,Sales Associate responsible for various operational tasks.,On-site,Kelly Heath,Phone,Active
1143,2024-04-07,Office Clerk,Full-time,2024-06-24,7039.0,Kristaburgh,Finance,Office Clerk responsible for various operational tasks.,On-site,Christopher Little,Web,Active
1144,2011-12-23,Warehouse Worker,Full-time,2012-10-30,5992.18,Adkinsmouth,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Nicholas Reynolds,Phone,Active
1145,2007-07-30,Nurse,Full-time,2008-01-26,4355.61,Bondborough,Hospitality,Nurse responsible for various operational tasks.,On-site,Elizabeth Roman,Web,Active
1146,2021-10-08,Cashier,Full-time,2022-07-05,786.52,Rogersmouth,Finance,Cashier responsible for various operational tasks.,On-site,Charles Garrett,Web,Active
1147,2010-09-14,Cashier,Full-time,2011-07-13,1681.25,Gonzalesside,Retail,Cashier responsible for various operational tasks.,On-site,Dylan Phelps,Phone,Active
1148,2024-12-14,Sales Associate,Full-time,2025-04-10,1731.39,Halltown,Transportation,Sales Associate responsible for various operational tasks.,On-site,Donald Allen,Phone,Active
1149,2019-05-10,Office Clerk,Full-time,2020-04-20,3452.89,West Davidmouth,Technology,Office Clerk responsible for various operational tasks.,On-site,Kathleen Dawson,Email,Active
1150,2008-08-30,Nurse,Full-time,2008-09-19,1160.05,Donaldton,Finance,Nurse responsible for various operational tasks.,On-site,Whitney Smith,Phone,Active
1151,2011-10-30,Security Guard,Full-time,2012-07-14,1359.09,Austinfurt,Construction,Security Guard responsible for various operational tasks.,On-site,Jose Hall,Phone,Active
1152,2007-05-05,Mechanic,Full-time,2007-07-14,6979.52,Port Kathryn,Construction,Mechanic responsible for various operational tasks.,On-site,Christopher Chaney,Web,Active
1153,2011-07-10,Security Guard,Full-time,2011-08-22,4676.6,North Barbara,Retail,Security Guard responsible for various operational tasks.,On-site,Michael Fowler,Phone,Active
1154,2019-07-04,Warehouse Worker,Full-time,2020-05-09,4736.14,Stewartton,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Michele Mora,Web,Active
1155,2015-04-01,Warehouse Worker,Full-time,2015-07-08,5336.8,Wrightshire,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Jesse Garcia,Phone,Active
1156,2014-11-10,Software Engineer,Full-time,2015-08-19,4396.26,Lake Gabriela,Retail,Software Engineer responsible for various operational tasks.,On-site,Dawn Stanley,Email,Active
